id,postal_cd,country_cd,city_name,state_abbrv,latitude,longitude
11109,27379,US,Yanceyville,NC,36.3850340000,-79.3457450000
11110,27401,US,Greensboro,NC,36.0719160000,-79.7693460000
11111,27402,US,Greensboro,NC,36.0726000000,-79.7925000000
11112,27403,US,Greensboro,NC,36.0615560000,-79.8234440000
11113,27404,US,Greensboro,NC,36.0726000000,-79.7925000000
11114,27405,US,Greensboro,NC,36.1153620000,-79.7381860000
11115,27406,US,Greensboro,NC,35.9913180000,-79.7617390000
11116,27407,US,Greensboro,NC,36.0061780000,-79.8720660000
11117,27408,US,Greensboro,NC,36.1023770000,-79.8154070000
11118,27409,US,Greensboro,NC,36.1055060000,-79.9364340000
11119,27410,US,Greensboro,NC,36.1100000000,-79.8950310000
11120,27411,US,Greensboro,NC,36.0783980000,-79.7709080000
11121,27412,US,Greensboro,NC,36.0726000000,-79.7925000000
11122,27413,US,Greensboro,NC,36.0699200000,-79.8108400000
11123,27415,US,Greensboro,NC,36.0726000000,-79.7925000000
11124,27416,US,Greensboro,NC,36.0726000000,-79.7925000000
11125,27417,US,Greensboro,NC,36.0726000000,-79.7925000000
11126,27419,US,Greensboro,NC,36.0726000000,-79.7925000000
11127,27420,US,Greensboro,NC,36.0726000000,-79.7925000000
11128,27425,US,Greensboro,NC,36.0728000000,-79.7939000000
