id,postal_cd,country_cd,city_name,state_abbrv,latitude,longitude
11190,27560,US,Morrisville,NC,35.8619910000,-78.8181490000
11191,27562,US,New Hill,NC,35.6414730000,-78.9671910000
11192,27563,US,Norlina,NC,36.4881300000,-78.1905250000
11193,27565,US,Oxford,NC,36.3504420000,-78.6483910000
11194,27568,US,Pine Level,NC,35.5120020000,-78.2391570000
11195,27569,US,Princeton,NC,35.4325100000,-78.1656070000
11196,27570,US,Ridgeway,NC,36.4573380000,-78.2381430000
11197,27571,US,Rolesville,NC,35.9200100000,-78.4573680000
11198,27572,US,Rougemont,NC,36.2524220000,-78.8948620000
11199,27573,US,Roxboro,NC,36.4109920000,-78.9768520000
11200,27574,US,Roxboro,NC,36.4163240000,-78.9399270000
11201,27576,US,Selma,NC,35.5880600000,-78.2517060000
11202,27577,US,Smithfield,NC,35.4807520000,-78.3491110000
11203,27581,US,Stem,NC,36.2083270000,-78.7324050000
11204,27582,US,Stovall,NC,36.4519520000,-78.5727560000
11205,27583,US,Timberlake,NC,36.2989460000,-78.9253160000
11206,27584,US,Townsville,NC,36.5194560000,-78.4413700000
11207,27586,US,Vaughan,NC,36.4264000000,-78.0037000000
11208,27587,US,Wake Forest,NC,35.9812960000,-78.5501810000
11209,27588,US,Wake Forest,NC,35.9798000000,-78.5102000000
