id,postal_cd,country_cd,city_name,state_abbrv,latitude,longitude
11230,27613,US,Raleigh,NC,35.9239820000,-78.7166820000
11231,27614,US,Raleigh,NC,35.9488200000,-78.6133150000
11232,27615,US,Raleigh,NC,35.9021820000,-78.6277420000
11233,27616,US,Raleigh,NC,35.8706060000,-78.5336180000
11234,27617,US,Raleigh,NC,35.9040840000,-78.7688730000
11235,27619,US,Raleigh,NC,35.7719000000,-78.6388000000
11236,27620,US,Raleigh,NC,35.7719000000,-78.6388000000
11237,27621,US,Raleigh,NC,35.7719000000,-78.6388000000
11238,27622,US,Raleigh,NC,35.7719000000,-78.6388000000
11239,27623,US,Raleigh,NC,35.8723170000,-78.7986180000
11240,27624,US,Raleigh,NC,35.7719000000,-78.6388000000
11241,27625,US,Raleigh,NC,35.7719000000,-78.6388000000
11242,27626,US,Raleigh,NC,35.7719000000,-78.6388000000
11243,27627,US,Raleigh,NC,35.7719000000,-78.6388000000
11244,27628,US,Raleigh,NC,35.7719000000,-78.6388000000
11245,27629,US,Raleigh,NC,35.7719000000,-78.6388000000
11246,27634,US,Raleigh,NC,35.7719000000,-78.6388000000
11247,27635,US,Raleigh,NC,35.7719000000,-78.6388000000
11248,27636,US,Raleigh,NC,35.7719000000,-78.6388000000
11249,27640,US,Raleigh,NC,35.7719000000,-78.6388000000
