id,postal_cd,country_cd,city_name,state_abbrv,latitude,longitude
11210,27589,US,Warrenton,NC,36.3249080000,-78.1356120000
11211,27591,US,Wendell,NC,35.7837060000,-78.3902860000
11212,27592,US,Willow Spring,NC,35.5653460000,-78.6609100000
11213,27593,US,Wilsons Mills,NC,35.5829000000,-78.3549000000
11214,27594,US,Wise,NC,36.4865000000,-78.1714000000
11215,27596,US,Youngsville,NC,36.0020840000,-78.4447310000
11216,27597,US,Zebulon,NC,35.8206920000,-78.3237180000
11217,27599,US,Chapel Hill,NC,35.9134000000,-79.0561000000
11218,27601,US,Raleigh,NC,35.7752110000,-78.6343240000
11219,27602,US,Raleigh,NC,35.7719000000,-78.6388000000
11220,27603,US,Raleigh,NC,35.6836820000,-78.6641440000
11221,27604,US,Raleigh,NC,35.8169360000,-78.5638430000
11222,27605,US,Raleigh,NC,35.7903710000,-78.6527520000
11223,27606,US,Raleigh,NC,35.7375930000,-78.7211920000
11224,27607,US,Raleigh,NC,35.8188110000,-78.7140400000
11225,27608,US,Raleigh,NC,35.8091590000,-78.6451880000
11226,27609,US,Raleigh,NC,35.8427110000,-78.6318500000
11227,27610,US,Raleigh,NC,35.7436020000,-78.5364080000
11228,27611,US,Raleigh,NC,35.7746000000,-78.6403000000
11229,27612,US,Raleigh,NC,35.8518760000,-78.7020130000
