id,postal_cd,country_cd,city_name,state_abbrv,latitude,longitude
11149,27512,US,Cary,NC,35.7917000000,-78.7816000000
11150,27513,US,Cary,NC,35.8035780000,-78.7956900000
11151,27514,US,Chapel Hill,NC,35.9671360000,-79.0408860000
11152,27515,US,Chapel Hill,NC,35.9131000000,-79.0563000000
11153,27516,US,Chapel Hill,NC,35.9221660000,-79.1607240000
11154,27517,US,Chapel Hill,NC,35.8410380000,-79.0298200000
11155,27518,US,Cary,NC,35.7337900000,-78.7713500000
11156,27519,US,Cary,NC,35.8139260000,-78.8820670000
11157,27520,US,Clayton,NC,35.6146030000,-78.4578510000
11158,27521,US,Coats,NC,35.4192310000,-78.6611550000
11159,27522,US,Creedmoor,NC,36.1052780000,-78.6817910000
11160,27523,US,Apex,NC,35.7942700000,-78.9187390000
11161,27524,US,Four Oaks,NC,35.4180540000,-78.3697670000
11162,27525,US,Franklinton,NC,36.1162570000,-78.4725520000
11163,27526,US,Fuquay Varina,NC,35.5435000000,-78.8327780000
11164,27527,US,Clayton,NC,35.6405220000,-78.3785200000
11166,27529,US,Garner,NC,35.6465750000,-78.5757000000
11167,27530,US,Goldsboro,NC,35.3700140000,-78.1093000000
11168,27531,US,Goldsboro,NC,35.3444470000,-77.9659280000
11169,27532,US,Goldsboro,NC,35.3849000000,-77.9931000000
