id,postal_cd,country_cd,city_name,state_abbrv,latitude,longitude
11129,27427,US,Greensboro,NC,36.0726000000,-79.7925000000
11130,27429,US,Greensboro,NC,36.0726000000,-79.7925000000
11131,27435,US,Greensboro,NC,36.0726000000,-79.7925000000
11132,27438,US,Greensboro,NC,36.0726000000,-79.7925000000
11133,27455,US,Greensboro,NC,36.1824300000,-79.8082200000
11134,27495,US,Greensboro,NC,36.0444000000,-79.8596000000
11135,27497,US,Greensboro,NC,36.0785980000,-79.9542540000
11136,27498,US,Greensboro,NC,36.0726000000,-79.7925000000
11137,27499,US,Greensboro,NC,36.0726000000,-79.7925000000
11138,27501,US,Angier,NC,35.4809860000,-78.6920030000
11139,27502,US,Apex,NC,35.7115440000,-78.9187000000
11140,27503,US,Bahama,NC,36.1516660000,-78.8837580000
11141,27504,US,Benson,NC,35.4175570000,-78.4983160000
11142,27505,US,Broadway,NC,35.4173650000,-78.9960820000
11143,27506,US,Buies Creek,NC,35.4070160000,-78.7390580000
11144,27507,US,Bullock,NC,36.4958260000,-78.5548220000
11145,27508,US,Bunn,NC,35.9590520000,-78.2472410000
11146,27509,US,Butner,NC,36.1296440000,-78.7665720000
11147,27510,US,Carrboro,NC,35.9109720000,-79.0820870000
11148,27511,US,Cary,NC,35.7596440000,-78.7794910000
